index,num,titulo,url,campo,antes,despues,evidencia
1014,000000,PC Atletismo: Edición de Oro,juegos/pc-atletismo-edicion-oro-fxinteractive-cddvd/,tipo_edicion,[],"[""Compilación""]",descripcion: PC Atletismo: Edición de Oro es una recopilación que incluye el juego original *PC Atletismo 2000* y su expansión
1024,000000,Real Warfare Anthology,juegos/real-warfare-anthology-fxinteractive-cddvd/,tipo_edicion,[],"[""Compilación""]",titulo: Real Warfare Anthology
1039,000000,Sim Anthology,juegos/sim-anthology-fxinteractive-cddvd/,tipo_edicion,[],"[""Compilación""]",titulo: Sim Anthology
1045,000000,Sherlock Holmes Anthology,juegos/sherlock-holmes-anthology-fxinteractive-cddvd/,tipo_edicion,[],"[""Compilación""]","titulo: Sherlock Holmes Anthology || descripcion: Recopilación de juegos de aventura gráfica basados en las novelas de Sherlock Holmes, que combinan misterio, investigación y resolución de puzles"
1061,000000,Tropico Coleccionista,juegos/tropico-coleccionista-fxinteractive-cddvd/,tipo_edicion,[],"[""Edición coleccionista""]",descripcion: Edición coleccionista que incluye Tropico 3 y Tropico 4 con contenido adicional exclusivo y mejoras en la experiencia de juego
1066,000000,Tzar Anthology,juegos/tzar-anthology-fxinteractive-cddvd/,tipo_edicion,[],"[""Compilación""]",titulo: Tzar Anthology
1067,000000,Tzar: Edición de Oro,juegos/tzar-edicion-de-oro-fxinteractive-cddvd/,tipo_edicion,[],"[""Edición especial""]","descripcion: Edición especial que incluye el juego original Tzar y su expansión The Curse, con mejoras y contenido adicional para una experiencia completa"
1078,000000,War and Magic Anthology,juegos/war-and-magic-anthology-fxinteractive-cddvd/,tipo_edicion,[],"[""Compilación""]",titulo: War and Magic Anthology
1097,000000,Vietcong: Purple Haze,juegos/vietcong-purple-haze-mk-cddvd/,tipo_edicion,[],"[""Edición especial""]",descripcion: Vietcong: Purple Haze es una edición especial que incluye el juego original Vietcong junto con su expansión Fist Alpha
1118,000000,Taito Legends 2,juegos/tayto-legends-2-cddvd/,tipo_edicion,[],"[""Compilación""]",descripcion: Taito Legends 2 es una recopilación de juegos clásicos de arcade de Taito
1152,000000,Los Sims: La Familia al Completo,juegos/los-sims-la-familia-al-completo-sims-cddvd/,tipo_edicion,[],"[""Compilación"", ""Edición especial""]","tags: Edición especial || descripcion: Edición recopilatoria que incluye el juego base Los Sims y varias expansiones, como Los Sims: Animales a Raudales y otras, ofreciendo una experiencia más amplia centrada en la vida familiar y doméstica"
1161,000000,Los Sims: GigaLuxe,juegos/los-sims-gigaluxe-sims-cddvd/,tipo_edicion,[],"[""Edición especial""]","tags: Edición especial || descripcion: Edición especial que incluye el juego base Los Sims junto con las expansiones Los Sims: Fiesta, Los Sims: Más Vivos que Nunca y Los Sims: House Party, ofreciendo una experiencia más completa desde el inicio"
1162,000000,Los Sims: Megaluxe,juegos/los-sims-megaluxe-sims-cddvd/,tipo_edicion,[],"[""Edición especial""]","tags: Edición especial || descripcion: Edición especial que incluye el juego base Los Sims junto con las expansiones Los Sims: Más Vivos que Nunca y Los Sims: House Party, ofreciendo una experiencia ampliada desde el primer momento"
1163,000000,Los Sims: Edicion Deluxe,juegos/los-sims-edicion-deluxe-sims-cddvd/,tipo_edicion,[],"[""Edición especial""]","tags: Edición especial || descripcion: Edición especial que incluye el juego base Los Sims, la expansión Los Sims: Fiesta y contenido adicional exclusivo como nuevos objetos, estilos y herramientas de personalización"
1169,000000,Los Sims 2: Megaluxe,juegos/los-sims-2-megaluxe-sims-cddvd/,tipo_edicion,[],"[""Edición especial""]","tags: Edición especial || descripcion: Edición especial que incluye el juego base Los Sims 2, la expansión Universitarios y el pack de accesorios Todo Glamour"
1185,000000,Los Sims 3: Edicion Conmemorativa,juegos/los-sims-3-edicion-conmemorativa-sims-cddvd/,tipo_edicion,[],"[""Edición especial""]",tags: Edición especial || descripcion: Edición especial de Los Sims 3 lanzada para conmemorar el 10º aniversario de la saga
1200,000000,Age of Empires: Collector's Edition,juegos/age-of-empires-collectors-edition-codegame-cddvd/,tipo_edicion,[],"[""Edición coleccionista""]",titulo: Age of Empires: Collector's Edition || descripcion: Age of Empires: Collector's Edition reúne en una sola edición los títulos clásicos de la saga de estrategia en tiempo real desarrollada por Ensemble Studios
1223,000000,Diablo III,juegos/diablo-iii-edesp-cddvd/,tipo_edicion,[],"[""Edición especial""]",tags: Edición especial
1224,000000,Diablo III: Reaper of Souls,juegos/diablo-iii-reaper-of-souls-edesp-cddvd/,tipo_edicion,[],"[""Edición especial""]",tags: Edición especial
1225,000000,American McGee's Alice,juegos/american-mcgees-alice-cddvd/,mercado,[],"[""España""]",descripcion: La edición EA Games Classics en caja grande distribuida en España incluye voces en inglés y textos completamente traducidos al castellano
1225,000000,American McGee's Alice,juegos/american-mcgees-alice-cddvd/,idioma,[],"[""Español"", ""Inglés""]",descripcion: La edición EA Games Classics en caja grande distribuida en España incluye voces en inglés y textos completamente traducidos al castellano
1226,000000,Counter Strike. Condition Zero,juegos/counter-strike-cddvd/,idioma,[],"[""Español""]","descripcion: Su versión BestSeller Series fue lanzada en formato físico en España, con textos en castellano y compatibilidad con Windows 98 y XP"
1227,000000,Viper Racing,juegos/viper-racing-cddvd/,idioma,[],"[""Español""]","descripcion: La edición BestSeller Series ofrecía el título en formato económico, completamente localizado al castellano"
1228,000000,El Señor de los Anillos: La Guerra del Anillo,juegos/el-senor-de-los-anillos-la-guerra-del-anillo-cddvd/,idioma,[],"[""Español""]",descripcion: La edición BestSeller Series ofrecía el juego con textos y voces en castellano
1229,000000,F.E.A.R.,juegos/fear-bestseller-series-cddvd/,idioma,[],"[""Español""]",descripcion: La edición BestSeller Series incluye el juego completamente en castellano en formato DVD
1230,000000,Warcraft II: Battle.net Edition,juegos/warcraft-ii-battlenet-edition-bestseller-series-cddvd/,idioma,[],"[""Español""]",descripcion: Esta edición BestSeller Series ofrece el juego totalmente en castellano en formato CD-ROM
1245,000000,Mega Drive: Classic Collection – Gold Edition,juegos/mega-drive-classic-collection-gold-edition-cddvd/,tipo_edicion,[],"[""Compilación""]",descripcion: Mega Drive: Classic Collection – Gold Edition es una recopilación de videojuegos clásicos de Sega originalmente lanzados para la consola Mega Drive
1256,000000,Los Sims Medieval,juegos/los-sims-medieval-cddvd/,mercado,[],"[""España""]",descripcion: Esta edición corresponde a la versión española en formato DVD para PC y Mac
1260,000000,The Settlers: El linaje de los reyes – Gold Edition,juegos/the-settlers-el-linaje-de-los-reyes-gold-edition-cddvd/,tipo_edicion,[],"[""Edición especial""]",descripcion: The Settlers: El linaje de los reyes – Gold Edition es una edición especial del juego de estrategia en tiempo real lanzado originalmente en 2006
1265,000000,IL-2 Sturmovik: 1946,juegos/il-2-sturmovik-1946-cddvd/,anio,"""""","""2006""","descripcion: edición recopilatoria del prestigioso simulador de vuelo de la Segunda Guerra Mundial, lanzada en 2006"
1265,000000,IL-2 Sturmovik: 1946,juegos/il-2-sturmovik-1946-cddvd/,tipo_edicion,[],"[""Compilación""]","descripcion: IL-2 Sturmovik: 1946 es una edición recopilatoria del prestigioso simulador de vuelo de la Segunda Guerra Mundial, lanzada en 2006"
1284,000000,Cycling Manager 2,juegos/cycling-manager-2-cddvd/,mercado,[],"[""España""]",descripcion: y fue distribuida en España por Telefónica dentro de acuerdos de software promocional
1284,000000,Cycling Manager 2,juegos/cycling-manager-2-cddvd/,idioma,[],"[""Español""]","descripcion: Esta edición para PC incluye dos CD-ROM y manual en castellano, y fue distribuida en España por Telefónica dentro de acuerdos de software promocional"
1285,000000,Thunder Brigade,juegos/thunder-brigade-cddvd/,mercado,[],"[""España""]",descripcion: Esta edición para PC en formato CD-ROM fue distribuida en España por Interactive Magic
1286,000000,Rise of Nations,juegos/rise-of-nations-cddvd/,mercado,[],"[""Europa""]",descripcion: Esta edición en formato CD/DVD corresponde a la distribución europea en castellano de Microsoft Game Studios
1287,000000,Pro Cycling Manager 2008-2009,juegos/pro-cycling-manager-2008-2009-cddvd/,idioma,[],"[""Español""]",descripcion: Versión en castellano distribuida por Friendware en formato PC DVD
1305,000000,Battlefield 1942,juegos/battlefield-1942-cddvd/,tipo_edicion,[],"[""Reedición"", ""Budget""]","descripcion: Esta edición pertenece a la línea EA Value Games, una reedición económica posterior que mantiene el contenido original del juego en formato CD-ROM, dirigida a ampliar su distribución tras su enorme éxito comercial"
1306,000000,Comanche 4,juegos/comanche-4-cddvd/,idioma,[],"[""Español""]",descripcion: Esta edición en CD-ROM incluye el manual de vuelo en español y representa una de las últimas entregas clásicas de la serie antes de su declive comercial
1311,000000,Martians: Space Conquerors,juegos/martians-space-conquerors-cddvd/,mercado,[],"[""Europa""]",descripcion: orientado al mercado europeo
1311,000000,Martians: Space Conquerors,juegos/martians-space-conquerors-cddvd/,tipo_edicion,[],"[""Budget""]",tags: Budget
1329,000000,Hitman Trilogy,juegos/hitman-trilogy-cddvd/,tipo_edicion,[],"[""Compilación""]","descripcion: Recopilación que incluye tres entregas de la saga Hitman: Hitman 2, Hitman: Contracts y Hitman: Blood Money"
1463,000000,Ken Follett: Los Pilares de la Tierra - Edición Coleccionista,juegos/ken-follett-los-pilares-de-la-tierra-cddvd/,tipo_edicion,[],"[""Edición coleccionista""]",titulo: Ken Follett: Los Pilares de la Tierra - Edición Coleccionista || tags: Edición coleccionista
1464,000000,Mafia II - Edición Coleccionista,juegos/mafia-ii-cddvd/,tipo_edicion,[],"[""Edición coleccionista""]",titulo: Mafia II - Edición Coleccionista || tags: Edición coleccionista
1465,000000,Guild Wars Factions,juegos/guild-wars-factions-cddvd/,mercado,[],"[""España""]",descripcion: Esta edición española en formato DVD Case representa una etapa muy concreta del PC físico de mediados de los 2000
1466,000000,Neverwinter Nights Legends,juegos/neverwinter-nights-legends-cddvd/,mercado,[],"[""España""]",descripcion: Esta edición española en caja de cartón incorpora documentación en castellano y la banda sonora oficial de Neverwinter Nights 2 || tags: edición española
1466,000000,Neverwinter Nights Legends,juegos/neverwinter-nights-legends-cddvd/,idioma,[],"[""Español""]","descripcion: Esta edición española en caja de cartón incorpora documentación en castellano y la banda sonora oficial de Neverwinter Nights 2, por lo que resulta especialmente relevante para preservar la etapa de expansión del rol occidental y del contenido creado por usuarios en PC"
1466,000000,Neverwinter Nights Legends,juegos/neverwinter-nights-legends-cddvd/,soporte,[],"[""DVD-ROM"", ""CD de audio""]","incluye: DVD-ROM de Neverwinter Nights 2 || incluye: DVD-ROM de Neverwinter Nights, Shadows of Undrentide y Hordes of the Underdark || incluye: CD de banda sonora oficial de Neverwinter Nights 2"
1466,000000,Neverwinter Nights Legends,juegos/neverwinter-nights-legends-cddvd/,tipo_edicion,[],"[""Compilación""]","descripcion: Neverwinter Nights Legends es una recopilación física publicada por Atari en 2008 que reúne Neverwinter Nights, sus expansiones Shadows of Undrentide y Hordes of the Underdark, y Neverwinter Nights 2"
1467,000000,ArchLord,juegos/archlord-cddvd/,mercado,[],"[""España"", ""Italia"", ""Europa""]",descripcion: Esta edición física europea en formato DVD Case con funda exterior de cartón || tags: edición española e italiana
1467,000000,ArchLord,juegos/archlord-cddvd/,idioma,[],"[""Español"", ""Italiano""]","incluye: Manual en castellano e italiano || descripcion: Esta edición física europea en formato DVD Case con funda exterior de cartón, para Windows 2000 y Windows XP, presenta textos exteriores en castellano e italiano, manual bilingüe y treinta días de juego online incluidos"
1467,000000,ArchLord,juegos/archlord-cddvd/,soporte,[],"[""DVD-ROM""]",incluye: DVD-ROM
1468,000000,Two Worlds II: Game of the Year Edition,juegos/two-worlds-ii-game-of-the-year-edition-cddvd/,mercado,[],"[""Europa""]",descripcion: Esta edición europea para PC y Mac incorpora el contenido ampliado de la expansión y constituye una publicación física representativa de la etapa final de las ediciones de rol para ordenador presentadas en caja de cartón con estuche y materiales impresos || tags: edición europea multilingüe
1468,000000,Two Worlds II: Game of the Year Edition,juegos/two-worlds-ii-game-of-the-year-edition-cddvd/,idioma,[],"[""Multilingüe""]",tags: edición europea multilingüe
1468,000000,Two Worlds II: Game of the Year Edition,juegos/two-worlds-ii-game-of-the-year-edition-cddvd/,soporte,[],"[""DVD-ROM""]",incluye: DVD-ROM Two Worlds II: Game of the Year Edition || incluye: DVD-ROM Bonus Disc
1474,000000,Multi 3D,juegos/multi-3d-dinamic-jewelcase/,tipo_edicion,[],"[""Bundle/Pack""]","descripcion: Pack recopilatorio que incluye versiones en 3D de juegos como Resident Evil, Grand Touring y Shogo en un único CD para PC"
1480,000000,Multisports 2000,juegos/multi-sports-2000-dinamic-jewelcase/,tipo_edicion,[],"[""Bundle/Pack""]","descripcion: Pack recopilatorio que incluye tres juegos deportivos para PC: Actua Soccer 3, The Golf Pro y Screamer Rally"
1482,000000,Flying Corps Gold,juegos/flying-corps-gold-dinamic-jewelcase/,tipo_edicion,[],"[""Reedición""]","descripcion: Reedición de Flying Corps (1996) con soporte Direct3D y tarjetas 3dfx, campaña adicional, editor de misiones y multijugador"
1483,000000,Multi Sports '99,juegos/multi-sports-99-jewelcase/,tipo_edicion,[],"[""Compilación""]",descripcion: Multi Sports '99 es una recopilación de juegos deportivos para PC lanzada por Dinamic Multimedia en 1999
1486,000000,PC Atletismo 2000,juegos/pc-atletismo-2000-jewelcase/,mercado,[],"[""España""]",descripcion: pertenece a la etapa final de la compañía y representa una línea de producto muy característica del mercado español de finales de los noventa: juegos deportivos especializados || tags: edición española
1486,000000,PC Atletismo 2000,juegos/pc-atletismo-2000-jewelcase/,soporte,[],"[""CD-ROM""]",incluye: CD-ROM
1487,000000,MultiAction 2000,juegos/multiaction-2000-jewelcase/,mercado,[],"[""España""]",descripcion: Esta edición española en Jewel Case resulta representativa de los packs económicos de PC distribuidos en España a finales de los años noventa || tags: edición española
1487,000000,MultiAction 2000,juegos/multiaction-2000-jewelcase/,soporte,[],"[""CD-ROM""]",incluye: CD-ROM
1487,000000,MultiAction 2000,juegos/multiaction-2000-jewelcase/,tipo_edicion,[],"[""Bundle/Pack""]",tags: pack recopilatorio
1488,000000,MiG Alley,juegos/mig-alley-jewelcase/,mercado,[],"[""España""]",descripcion: Esta edición española distribuida por Dinamic Multimedia para Windows 95/98 en formato Jewel Case documenta la llegada al mercado nacional de uno de los simuladores militares de PC más especializados de finales de los noventa || tags: edición española
1488,000000,MiG Alley,juegos/mig-alley-jewelcase/,soporte,[],"[""CD-ROM""]",incluye: CD-ROM
1489,000000,Fields of Fire: War Along the Mohawk,juegos/fields-of-fire-war-along-the-mohawk-jewelcase/,mercado,[],"[""España""]",descripcion: Esta edición española distribuida por Dinamic Multimedia para Windows 95/98 en formato Jewel Case documenta la llegada al mercado nacional de un título históricamente singular || tags: edición española
1489,000000,Fields of Fire: War Along the Mohawk,juegos/fields-of-fire-war-along-the-mohawk-jewelcase/,soporte,[],"[""CD-ROM""]",incluye: CD-ROM
1490,000000,Total Annihilation + Heart of Darkness,juegos/total-annihilation-heart-of-darkness-jewelcase/,mercado,[],"[""España""]",descripcion: Esta edición española bajo sello E-Play/Infogrames en soporte de 2 CD-ROM resulta relevante para preservación porque documenta una forma habitual de reedición económica en España || tags: edición española
1490,000000,Total Annihilation + Heart of Darkness,juegos/total-annihilation-heart-of-darkness-jewelcase/,soporte,[],"[""CD-ROM""]",incluye: 2 CD-ROM
1490,000000,Total Annihilation + Heart of Darkness,juegos/total-annihilation-heart-of-darkness-jewelcase/,tipo_edicion,[],"[""Budget"", ""Compilación""]","descripcion: Total Annihilation + Heart of Darkness es una edición recopilatoria en Jewel Case que reúne dos títulos muy distintos del PC de finales de los noventa || descripcion: Esta edición española bajo sello E-Play/Infogrames en soporte de 2 CD-ROM resulta relevante para preservación porque documenta una forma habitual de reedición económica en España, combinando licencias internacionales, formato Jewel Case, compatibilidad Windows 95/98 y distribución compacta para el mercado doméstico de PC"
1491,000000,PC Fútbol 6.0: Temporada 97-98,juegos/pc-futbol-6-0-temporada-97-98-jewelcase/,mercado,[],"[""España""]",tags: edición española
1491,000000,PC Fútbol 6.0: Temporada 97-98,juegos/pc-futbol-6-0-temporada-97-98-jewelcase/,soporte,[],"[""CD-ROM""]",incluye: CD-ROM
1492,000000,PC Fútbol 6.0: Extensión 2 - PC Fútbol Plus,juegos/pc-futbol-6-0-extension-2-pc-futbol-plus-jewelcase/,mercado,[],"[""España""]",tags: edición española
1492,000000,PC Fútbol 6.0: Extensión 2 - PC Fútbol Plus,juegos/pc-futbol-6-0-extension-2-pc-futbol-plus-jewelcase/,soporte,[],"[""CD-ROM""]",incluye: CD-ROM
1493,000000,PC Fútbol 6.0: Extensión 1,juegos/pc-futbol-6-0-extension-1-jewelcase/,anio,"""""","""1998""",descripcion: publicada en España por Dinamic Multimedia en 1998
1493,000000,PC Fútbol 6.0: Extensión 1,juegos/pc-futbol-6-0-extension-1-jewelcase/,mercado,[],"[""España""]",descripcion: publicada en España por Dinamic Multimedia en 1998 y dependiente de una instalación previa del juego base || tags: edición española
1493,000000,PC Fútbol 6.0: Extensión 1,juegos/pc-futbol-6-0-extension-1-jewelcase/,soporte,[],"[""CD-ROM""]",incluye: 2 CD-ROM
1494,000000,PC Calcio 6.0: Temporada 97-98,juegos/pc-calcio-6-0-temporada-97-98-jewelcase/,soporte,[],"[""CD-ROM""]",incluye: CD-ROM con PC Calcio 6.0 y PC Fútbol 5.0 Argentina: Apertura '98
1495,000000,PC Premier: PC Fútbol Liga Inglesa 6.0 - Temporada 97-98,juegos/pc-premier-pc-futbol-liga-inglesa-6-0-jewelcase/,mercado,[],"[""España""]",tags: edición española
1495,000000,PC Premier: PC Fútbol Liga Inglesa 6.0 - Temporada 97-98,juegos/pc-premier-pc-futbol-liga-inglesa-6-0-jewelcase/,soporte,[],"[""CD-ROM""]",incluye: CD-ROM
1496,000000,PC Premier: PC Fútbol Liga Inglesa 5.0 - Temporada 96-97,juegos/pc-premier-pc-futbol-liga-inglesa-5-0-temporada-96-97-jewelcase/,mercado,[],"[""España""]",tags: Edición española
1496,000000,PC Premier: PC Fútbol Liga Inglesa 5.0 - Temporada 96-97,juegos/pc-premier-pc-futbol-liga-inglesa-5-0-temporada-96-97-jewelcase/,soporte,[],"[""CD-ROM""]",incluye: CD-ROM
1497,000000,PC Calcio 5.0: Temporada 96-97,juegos/pc-calcio-5-0-jewelcase/,mercado,[],"[""Italia""]",tags: edición italiana
1497,000000,PC Calcio 5.0: Temporada 96-97,juegos/pc-calcio-5-0-jewelcase/,soporte,[],"[""CD-ROM""]",incluye: CD-ROM
1498,000000,PC Fútbol 5.0: Extensión 2,juegos/pc-futbol-5-0-extension-2-jewelcase/,mercado,[],"[""España""]",tags: edición española
1498,000000,PC Fútbol 5.0: Extensión 2,juegos/pc-futbol-5-0-extension-2-jewelcase/,soporte,[],"[""CD-ROM""]",incluye: CD-ROM
1499,000000,PC Fútbol 5.0: eXtensión 1,juegos/pc-futbol-5-0-extension-1-jewelcase/,mercado,[],"[""España""]",tags: edición española
1499,000000,PC Fútbol 5.0: eXtensión 1,juegos/pc-futbol-5-0-extension-1-jewelcase/,soporte,[],"[""CD-ROM""]",incluye: CD-ROM
1500,000000,PC Fútbol 5.0,juegos/pc-futbol-5-0-jewelcase/,soporte,[],"[""CD-ROM""]",incluye: CD-ROM
1501,000000,PC Real Madrid Basket '99: Temporada 98-99,juegos/pc-real-madrid-basket-99-jewelcase/,mercado,[],"[""España""]",tags: edición española
1501,000000,PC Real Madrid Basket '99: Temporada 98-99,juegos/pc-real-madrid-basket-99-jewelcase/,idioma,[],"[""Español""]",tags: voces en castellano
1501,000000,PC Real Madrid Basket '99: Temporada 98-99,juegos/pc-real-madrid-basket-99-jewelcase/,soporte,[],"[""CD-ROM""]",incluye: CD-ROM
1501,000000,PC Real Madrid Basket '99: Temporada 98-99,juegos/pc-real-madrid-basket-99-jewelcase/,tipo_edicion,[],"[""Edición especial""]","descripcion: Edición especial de la serie PC Basket desarrollada y publicada por Dinamic Multimedia para la temporada 1998-1999, centrada exclusivamente en la sección de baloncesto del Real Madrid"
1502,000000,Los Justicieros,juegos/los-justicieros-jewelcase/,mercado,[],"[""España""]",tags: edición española
1502,000000,Los Justicieros,juegos/los-justicieros-jewelcase/,soporte,[],"[""CD-ROM""]",incluye: CD-ROM
1503,000000,Fields of Fire: War Along the Mohawk,juegos/fields-of-fire-war-along-the-mohawk-2-jewelcase/,mercado,[],"[""España""]",descripcion: Esta edición española para Windows 95 y Windows 98 fue distribuida por Dinamic Multimedia en CD-ROM y localizada al castellano || tags: edición española
1503,000000,Fields of Fire: War Along the Mohawk,juegos/fields-of-fire-war-along-the-mohawk-2-jewelcase/,idioma,[],"[""Español""]","tags: juego en castellano || descripcion: Esta edición española para Windows 95 y Windows 98 fue distribuida por Dinamic Multimedia en CD-ROM y localizada al castellano, constituyendo una muestra poco habitual de estrategia histórica centrada en la Norteamérica colonial dentro del catálogo europeo de finales de los años noventa"
1503,000000,Fields of Fire: War Along the Mohawk,juegos/fields-of-fire-war-along-the-mohawk-2-jewelcase/,soporte,[],"[""CD-ROM""]",incluye: CD-ROM
1504,000000,Castrol Honda World Superbike Team: Superbike 2000,juegos/castrol-honda-superbike-2000-jewelcase/,mercado,[],"[""España""]",descripcion: La edición española fue distribuida por Dinamic Multimedia para Windows 95 y Windows 98 || tags: edición española
1504,000000,Castrol Honda World Superbike Team: Superbike 2000,juegos/castrol-honda-superbike-2000-jewelcase/,idioma,[],"[""Español""]",tags: juego en castellano || descripcion: Esta edición localizada al castellano representa la expansión de los simuladores de motociclismo para PC durante la etapa de consolidación de DirectX y la aceleración gráfica tridimensional
1504,000000,Castrol Honda World Superbike Team: Superbike 2000,juegos/castrol-honda-superbike-2000-jewelcase/,soporte,[],"[""CD-ROM""]",incluye: CD-ROM
1505,000000,Atmosfear: La Dimensión de lo Desconocido,juegos/atmosfear-la-dimension-de-lo-desconocido-jewelcase/,mercado,[],"[""España""]",descripcion: Edición española de Atmosfear: The Third Dimension || tags: edición española
1505,000000,Atmosfear: La Dimensión de lo Desconocido,juegos/atmosfear-la-dimension-de-lo-desconocido-jewelcase/,idioma,[],"[""Español""]",descripcion: La edición localizada al castellano se distribuyó en dos CD-ROM y constituye un ejemplo representativo de la transición de las franquicias de vídeo interactivo y juegos de mesa con VHS hacia experiencias autónomas para PC
1505,000000,Atmosfear: La Dimensión de lo Desconocido,juegos/atmosfear-la-dimension-de-lo-desconocido-jewelcase/,soporte,[],"[""CD-ROM""]",incluye: 2 CD-ROM
1506,000000,PC Basket 6.0,juegos/pc-basket-6-0-jewelcase/,mercado,[],"[""España""]",tags: edición española
1506,000000,PC Basket 6.0,juegos/pc-basket-6-0-jewelcase/,soporte,[],"[""CD-ROM""]",incluye: CD-ROM
1507,000000,PC Atletismo 2000,juegos/pc-atletismo-2000-2-jewelcase/,mercado,[],"[""España""]",tags: edición española
1507,000000,PC Atletismo 2000,juegos/pc-atletismo-2000-2-jewelcase/,idioma,[],"[""Español""]",tags: voces en castellano || tags: textos en castellano || descripcion: La edición cuenta con el respaldo de la Real Federación Española de Atletismo y ofrece textos y voces en castellano
1507,000000,PC Atletismo 2000,juegos/pc-atletismo-2000-2-jewelcase/,soporte,[],"[""CD-ROM""]",incluye: CD-ROM
1508,000000,PC Barça Basket '99,juegos/pc-barca-basket-99-jewelcase/,mercado,[],"[""España""]",tags: edición española
1508,000000,PC Barça Basket '99,juegos/pc-barca-basket-99-jewelcase/,idioma,[],"[""Español"", ""Catalán""]",tags: versión en castellano || tags: versión en catalán
1508,000000,PC Barça Basket '99,juegos/pc-barca-basket-99-jewelcase/,soporte,[],"[""CD-ROM""]",incluye: CD-ROM
1509,000000,PC Basket 4.5,juegos/pc-basket-45-jewelcase/,mercado,[],"[""España""]",tags: edición española
1509,000000,PC Basket 4.5,juegos/pc-basket-45-jewelcase/,idioma,[],"[""Español""]",tags: software en castellano
1509,000000,PC Basket 4.5,juegos/pc-basket-45-jewelcase/,soporte,[],"[""CD-ROM""]",incluye: CD-ROM
1510,000000,PC Fútbol 2001,juegos/pc-futbol-2001-jewelcase/,mercado,[],"[""España""]",tags: edición española
1510,000000,PC Fútbol 2001,juegos/pc-futbol-2001-jewelcase/,soporte,[],"[""CD-ROM""]",incluye: CD-ROM
1511,000000,PC Fútbol 2000: La Biblia de la Liga,juegos/pc-futbol-2000-la-biblia-de-la-liga-jewelcase/,mercado,[],"[""España""]",tags: edición española
1511,000000,PC Fútbol 2000: La Biblia de la Liga,juegos/pc-futbol-2000-la-biblia-de-la-liga-jewelcase/,idioma,[],"[""Español""]",tags: software en castellano
1511,000000,PC Fútbol 2000: La Biblia de la Liga,juegos/pc-futbol-2000-la-biblia-de-la-liga-jewelcase/,soporte,[],"[""CD-ROM""]",incluye: CD-ROM
1512,000000,PC Fútbol 2000,juegos/pc-futbol-2000-jewelcase/,mercado,[],"[""España""]",tags: edición española
1512,000000,PC Fútbol 2000,juegos/pc-futbol-2000-jewelcase/,soporte,[],"[""CD-ROM""]",incluye: CD-ROM
1513,000000,PC Real Madrid '99: Temporada 98-99,juegos/pc-real-madrid-99-temporada-98-99-jewelcase/,mercado,[],"[""España""]",descripcion: Esta edición española en CD-ROM representa la estrategia de Dinamic Multimedia de adaptar su popular sistema de gestión deportiva a clubes concretos y constituye una pieza característica del auge del software futbolístico español de finales de los años noventa || tags: edición española
1513,000000,PC Real Madrid '99: Temporada 98-99,juegos/pc-real-madrid-99-temporada-98-99-jewelcase/,idioma,[],"[""Español""]",tags: software en castellano
1513,000000,PC Real Madrid '99: Temporada 98-99,juegos/pc-real-madrid-99-temporada-98-99-jewelcase/,soporte,[],"[""CD-ROM""]",incluye: CD-ROM
1514,000000,PC Fútbol: Selección Española - Mundial 98,juegos/pc-futbol-seleccion-espanola-mundial-98-jewelcase/,mercado,[],"[""España""]",tags: edición española
1514,000000,PC Fútbol: Selección Española - Mundial 98,juegos/pc-futbol-seleccion-espanola-mundial-98-jewelcase/,soporte,[],"[""CD-ROM""]",incluye: CD-ROM
1514,000000,PC Fútbol: Selección Española - Mundial 98,juegos/pc-futbol-seleccion-espanola-mundial-98-jewelcase/,tipo_edicion,[],"[""Edición especial""]",descripcion: Edición especial de la serie PC Fútbol dedicada a la selección española y al Mundial de Francia 1998
1515,000000,PC Fútbol 7: Temporada 98-99,juegos/pc-futbol-7-temporada-98-99-jewelcase/,mercado,[],"[""España""]",tags: edición española
1515,000000,PC Fútbol 7: Temporada 98-99,juegos/pc-futbol-7-temporada-98-99-jewelcase/,idioma,[],"[""Español""]",tags: software en castellano
1515,000000,PC Fútbol 7: Temporada 98-99,juegos/pc-futbol-7-temporada-98-99-jewelcase/,soporte,[],"[""CD-ROM""]",incluye: CD-ROM
1516,000000,PC Fútbol 7: eXtensión,juegos/pc-futbol-7-extension-jewelcase/,mercado,[],"[""España""]",tags: edición española
1516,000000,PC Fútbol 7: eXtensión,juegos/pc-futbol-7-extension-jewelcase/,soporte,[],"[""CD-ROM""]",incluye: CD-ROM
1517,000000,Resident Evil 2,juegos/resident-evil-2-jewelcase/,mercado,[],"[""Europa""]",tags: edición europea
1517,000000,Resident Evil 2,juegos/resident-evil-2-jewelcase/,soporte,[],"[""CD-ROM""]",incluye: 2 CD-ROM
1518,000000,Caesar II,juegos/caesar-ii-eng-jewelcase/,soporte,[],"[""CD-ROM""]",incluye: CD-ROM
1519,000000,Sanitarium,juegos/sanitarium-jewelcase/,soporte,[],"[""CD-ROM""]",incluye: 3 CD-ROM
1520,000000,Full Throttle,juegos/full-throttle-jewelcase/,mercado,[],"[""España""]",descripcion: Esta primera edición española para PC CD-ROM fue distribuida por Erbe Software y conserva el doblaje y los textos localizados al castellano || tags: edición española
1520,000000,Full Throttle,juegos/full-throttle-jewelcase/,idioma,[],"[""Español""]",descripcion: Esta primera edición española para PC CD-ROM fue distribuida por Erbe Software y conserva el doblaje y los textos localizados al castellano
